areasymbol,musym,muname,mukind,comppct_l,comppct_h,compname,compkind,runoff,tfact,wei,weg,erocl,soilslippot,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,cokey,slopelen_r,reannualpr_r,esrisymbology,kffact,mukey,Shape_Length,Shape_Area,mukey_cokey
CA612,659,"Bonneyridge-Chawanakee-Rock outcrop , 30 to 50 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787643,,,Inceptisols,0.259999990463257,461502,822.599076391706603,14931.609792243651100,461502_25787643
CA612,659,"Bonneyridge-Chawanakee-Rock outcrop , 30 to 50 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787643,,,Inceptisols,0.259999990463257,461502,2407.576598987864145,27898.144455079847830,461502_25787643
CA612,659,"Bonneyridge-Chawanakee-Rock outcrop , 30 to 50 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787643,,,Inceptisols,0.259999990463257,461502,869.533098446995268,10118.204068851913689,461502_25787643
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1127.085068007962036,10279.114658610813422,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1642.997918878102837,34254.901446453295648,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,6400.641563709663387,141163.950600567564834,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,6000.379958664761034,153902.906802152545424,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,6773.407156337425477,123131.619082049452118,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,764.876451970059634,20559.761527000380738,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,573.170269507579178,7356.452717910787214,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,31228.281071482673724,806745.995131838601083,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,380.038397068044333,3850.071644121956069,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,13256.794459894903412,371662.603758428362198,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,747.955161434206275,7312.474795468197044,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1541.634602340317542,24912.000768162892200,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2899.208241438910136,90525.149102816678351,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1957.637417273083884,44262.917322765977588,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,15071.370163375098855,383064.188732080976479,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2435.554374251256377,66332.602192512917100,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2070.752020543752678,50991.340372192869836,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1669.447413400121377,25635.059776461283036,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,910.074878587280068,10857.264573724853108,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,304.826405733135573,4551.959724027990887,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,631.690296510487883,13287.226115440867943,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,289.690714667866644,4088.278642678071265,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,726.637479589986697,14254.084623774022475,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,428.152683473460229,3974.157666810349383,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,958.569261605416500,11775.338082649877833,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,705.533313503509817,10017.144596246773290,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1831.564624881058990,55577.331527633250516,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,3376.302428502388011,55114.374056581029436,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,320.631933701316143,4758.849092936099623,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,856.103238844743146,25686.675660771328694,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1157.000794619835006,16464.664724265494442,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1899.508239793704888,41024.901678180751333,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,309.507332164665343,5242.256696987341456,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1582.054661129556735,47732.274045069207205,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1420.216959923106288,26661.410663296581333,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2705.437293058400883,61570.081026113446569,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,3182.339863950266590,58129.466524116796791,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1137.636802415906232,18018.701012537996576,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,206.763516382329385,1558.656262476735947,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2543.742786346635512,49581.965482084291580,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,673.465420465531110,9444.819130044161284,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,844.805233936493778,14204.931799790159857,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,241.492871077755041,2627.466408684918406,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,245.255667819485012,2349.504890465333119,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,252.713839681006846,2604.814691883434080,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,539.811160926979369,5745.801241623059468,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,753.494874173542712,10864.415177551905799,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1036.636001927429334,10316.444002202424599,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,2085.513571222013070,51681.280593293609854,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,5068.823453716160657,131419.104354675218929,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,618.358536038946227,7033.668773363258879,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,184.684468573884971,2278.650335112004996,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,1039.975510237002482,14289.852373710746178,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,202.655339594664440,1484.682029844393583,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,489.106192944219742,5992.592275451424030,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,345.598031132169695,3492.051794022341255,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,275.632228263225329,2305.992882709211699,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,336.364500861510749,2019.421663311074781,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,582.602505045365319,9072.913174876181074,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,274.429886121639697,4164.573524443409042,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,508.598276445736644,13648.548948816505799,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,862.046898906600632,17555.622498814056598,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,753.853711670449229,18003.370987731599598,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,309.239132981266891,5098.166133888173135,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,364.830841661141108,6567.136549529017429,461503_25787652
CA612,658,"Bonneyridge-Chawanakee-Rock outcrop , 15 to 30 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787652,,,Inceptisols,0.259999990463257,461503,284.604770923001809,3845.674282321788269,461503_25787652
