areasymbol,musym,muname,mukind,comppct_l,comppct_h,compname,compkind,runoff,tfact,wei,weg,erocl,soilslippot,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,cokey,slopelen_r,reannualpr_r,esrisymbology,kffact,mukey,Shape_Length,Shape_Area,mukey_cokey
CA713,113,"Chaix family, 50 to 70 percent slopes.",Consociation,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439041,,,Inceptisols,0.250000000000000,471122,5558.280859211559800,948377.098343940335326,471122_25439041
CA713,113,"Chaix family, 50 to 70 percent slopes.",Consociation,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439041,,,Inceptisols,0.250000000000000,471122,17897.769559260705137,4713363.180154821835458,471122_25439041
CA713,113,"Chaix family, 50 to 70 percent slopes.",Consociation,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439041,,,Inceptisols,0.250000000000000,471122,8304.591657804787246,1669340.110627676593140,471122_25439041
CA713,113,"Chaix family, 50 to 70 percent slopes.",Consociation,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439041,,,Inceptisols,0.250000000000000,471122,3563.436718706247120,640153.995450809947215,471122_25439041
CA713,114,"Chaix family-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439047,,,Inceptisols,0.239999994635582,471123,12708.646867241148357,1483754.068190173013136,471123_25439047
CA713,114,"Chaix family-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439047,,,Inceptisols,0.239999994635582,471123,11236.142548784906467,2256014.904510868713260,471123_25439047
CA713,114,"Chaix family-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439047,,,Inceptisols,0.239999994635582,471123,8905.912140680989978,1449280.562382015865296,471123_25439047
CA713,114,"Chaix family-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439047,,,Inceptisols,0.239999994635582,471123,52734.556110209494364,17666459.783322565257549,471123_25439047
CA713,117,"Chaix-Hurlbut families complex, 30 to 70 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439068,,,Inceptisols,0.330000013113022,471126,9996.485322614689721,1147233.442897482076660,471126_25439068
CA713,117,"Chaix-Hurlbut families complex, 30 to 70 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439068,,,Inceptisols,0.330000013113022,471126,39038.980985700422025,10818748.041797414422035,471126_25439068
CA713,118,"Chaix family-Rock outcrop complex, 50 to 70 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439077,,,Inceptisols,0.250000000000000,471127,9952.377557341673310,2140203.826946482062340,471127_25439077
CA713,119,"Chaix-Wapi families complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439085,,,Inceptisols,0.189999997615814,471128,6607.081228520751210,1188414.561490901513025,471128_25439085
CA713,119,"Chaix-Wapi families complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439085,,,Inceptisols,0.189999997615814,471128,2754.226063066938423,419013.021696240582969,471128_25439085
CA713,119,"Chaix-Wapi families complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439085,,,Inceptisols,0.189999997615814,471128,15148.165786945404761,2789779.957677642349154,471128_25439085
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,9570.542924959843731,1528361.411672504851595,471129_25439092
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,4155.216391650886180,862155.071651827194728,471129_25439092
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,8462.892130556630946,1149992.325735718943179,471129_25439092
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,10369.729457282161093,2422422.552099848631769,471129_25439092
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,18243.421945752463216,6372187.180450708605349,471129_25439092
CA713,120,"Chaix-Wapi families complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439092,,,Inceptisols,0.189999997615814,471129,15398.088881041998320,3509461.154544226825237,471129_25439092
CA713,121,"Chaix-Wapi families complex, 50 to 70 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439101,,,Inceptisols,0.159999996423721,471130,7653.608449765620207,1314710.012679398059845,471130_25439101
CA713,121,"Chaix-Wapi families complex, 50 to 70 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439101,,,Inceptisols,0.159999996423721,471130,9659.755378423964430,3877869.565364248584956,471130_25439101
CA713,122,"Chaix-Wapi families complex, 50 to 70 percnt slopes, slumped.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439109,,,Inceptisols,0.170000001788139,471131,12337.308030993695866,1720274.121669927146286,471131_25439109
CA713,124,"Chaix-Wapi families-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439123,,,Inceptisols,0.170000001788139,471133,44103.159979778400157,12756806.501434264704585,471133_25439123
CA713,124,"Chaix-Wapi families-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439123,,,Inceptisols,0.170000001788139,471133,12236.352380278112832,2151271.116404435597360,471133_25439123
CA713,124,"Chaix-Wapi families-Haplaquolls complex, 2 to 30 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439123,,,Inceptisols,0.170000001788139,471133,5752.831966711887617,1568993.184580578003079,471133_25439123
CA713,125,"Chaix-Wapi families-Rock outcrop complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439130,,,Inceptisols,0.189999997615814,471134,7975.189828312430109,984196.106094214366749,471134_25439130
CA713,125,"Chaix-Wapi families-Rock outcrop complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439130,,,Inceptisols,0.189999997615814,471134,7012.472417813954053,1315559.892894288292155,471134_25439130
CA713,125,"Chaix-Wapi families-Rock outcrop complex, 30 to 50 percent slopes.",Complex,,,Chaix family,Family,,4,86,3,,,"Coarse-loamy, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,coarse-loamy,,25439130,,,Inceptisols,0.189999997615814,471134,8659.154359802962063,1331417.944168837042525,471134_25439130
CA713,126,"Clallam family, 30 to 50 percent slopes.",Consociation,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439134,,,Inceptisols,0.300000011920929,471135,8251.652550542945391,1664018.534082398517057,471135_25439134
CA713,127,"Clallam family, 50 to 70 percent slopes.",Consociation,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439141,,,Inceptisols,0.300000011920929,471136,6610.570332919146495,2197015.729576630983502,471136_25439141
CA713,129,"Clallam-Holland, basic families complex, 10 to 50 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439157,,,Inceptisols,0.289999991655350,471138,8702.370769048331567,1977243.451929765753448,471138_25439157
CA713,130,"Clallam-Holland, basic families, 50 to 80 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439164,,,Inceptisols,0.289999991655350,471139,4618.423811021027177,630411.121506567811593,471139_25439164
CA713,130,"Clallam-Holland, basic families, 50 to 80 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439164,,,Inceptisols,0.289999991655350,471139,7046.281648663384658,1455083.869667936349288,471139_25439164
CA713,130,"Clallam-Holland, basic families, 50 to 80 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439164,,,Inceptisols,0.289999991655350,471139,289.345472096211836,3193.178354531680725,471139_25439164
CA713,130,"Clallam-Holland, basic families, 50 to 80 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439164,,,Inceptisols,0.289999991655350,471139,7684.545442467551766,1755817.410003291908652,471139_25439164
CA713,131,"Clallam family-Rock outcrop complex, 50 to 100 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439168,,,Inceptisols,0.300000011920929,471140,3516.707478181918759,742868.198818855336867,471140_25439168
CA713,131,"Clallam family-Rock outcrop complex, 50 to 100 percent slopes.",Complex,,,Clallam family,Family,,3,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,loamy-skeletal,,25439168,,,Inceptisols,0.300000011920929,471140,22336.426253090248792,5631645.327189397998154,471140_25439168
CA713,134,"Deadwood-Clallam families complex, 50 to 75 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439187,,,Inceptisols,0.379999995231628,471143,3619.798476912047590,761329.912931428989395,471143_25439187
CA713,134,"Deadwood-Clallam families complex, 50 to 75 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439187,,,Inceptisols,0.379999995231628,471143,1928.736208694562720,217360.068651099718409,471143_25439187
CA713,134,"Deadwood-Clallam families complex, 50 to 75 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439187,,,Inceptisols,0.379999995231628,471143,489.936487051870756,8414.923406252371933,471143_25439187
CA713,135,"Deadwood-Clallam, micaceous families complex, 50 to 70 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439196,,,Inceptisols,0.389999985694885,471144,641.464392303025761,9395.542297072081055,471144_25439196
CA713,136,"Deadwood-Clallam, micaceous families complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439200,,,Inceptisols,0.389999985694885,471145,10409.407115570849783,4730499.907081004232168,471145_25439200
CA713,137,"Deadwood-Clallam families-Rock outcrop complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439212,,,Inceptisols,0.340000003576279,471146,46846.259533405718685,23002885.786054279655218,471146_25439212
CA713,137,"Deadwood-Clallam families-Rock outcrop complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439212,,,Inceptisols,0.340000003576279,471146,5144.705299016584831,659053.870010067825206,471146_25439212
CA713,142,"Deadwood-Kistirn families complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439261,,,Inceptisols,0.389999985694885,471151,12271.336884113792621,4409631.096467216499150,471151_25439261
CA713,142,"Deadwood-Kistirn families complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439261,,,Inceptisols,0.389999985694885,471151,10848.255061200417913,3166081.461349167861044,471151_25439261
CA713,142,"Deadwood-Kistirn families complex, 70 to 100 percent slopes.",Complex,,,Deadwood family,Family,,1,0,8,,,"Loamy-skeletal, mixed, mesic Dystric Lithic Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Lithic Xerochrepts,loamy-skeletal,,25439261,,,Inceptisols,0.389999985694885,471151,7306.651090322678101,1755078.231727994047105,471151_25439261
CA713,144,"Dubakella family, 2 to 30 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439272,,,Alfisols,0.280000001192093,471153,9271.589805087625791,2828431.760603839997202,471153_25439272
CA713,144,"Dubakella family, 2 to 30 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439272,,,Alfisols,0.280000001192093,471153,4054.625182634405519,658399.811561462120153,471153_25439272
CA713,144,"Dubakella family, 2 to 30 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439272,,,Alfisols,0.280000001192093,471153,17801.840191495510226,5393118.054391125217080,471153_25439272
CA713,144,"Dubakella family, 2 to 30 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439272,,,Alfisols,0.280000001192093,471153,11282.964435379815768,3890567.626262276433408,471153_25439272
CA713,144,"Dubakella family, 2 to 30 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439272,,,Alfisols,0.280000001192093,471153,6804.174925041495044,1562491.807816485874355,471153_25439272
CA713,145,"Dubakella family, 30 to 50 percent slopes.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439277,,,Alfisols,0.280000001192093,471154,5214.995242157559915,797370.518876135000028,471154_25439277
CA713,145,"Dubakella family, 30 to 50 percent slopes.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439277,,,Alfisols,0.280000001192093,471154,9180.655385203239348,2572387.348477751947939,471154_25439277
CA713,145,"Dubakella family, 30 to 50 percent slopes.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439277,,,Alfisols,0.280000001192093,471154,17440.406617277225450,4816110.407242804765701,471154_25439277
CA713,146,"Dubakella family, 50 to 70 percent slopes.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439280,,,Alfisols,0.280000001192093,471155,1395.344217458721914,116075.710123338692938,471155_25439280
CA713,147,"Dubakella family, 20 to 70 percent slopes, slumped.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439281,,,Alfisols,0.280000001192093,471156,7435.896038447822320,989783.414809217909351,471156_25439281
CA713,147,"Dubakella family, 20 to 70 percent slopes, slumped.",Consociation,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439281,,,Alfisols,0.280000001192093,471156,3272.723881580666330,477136.419450068729930,471156_25439281
CA713,148,"Dubakella-Rock outcrop complex, 20 to 80 percent slopes.",Complex,,,Dubakella family,Family,,5,38,7,,,"Clayey-skeletal, magnesic, mesic Mollic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Mollic Haploxeralfs,clayey-skeletal,,25439285,,,Alfisols,0.280000001192093,471157,12891.295303413306101,2882307.192927620373666,471157_25439285
CA713,150,"Dystric Lithic Xerochrepts, 30 to 70 percent slopes.",Consociation,,,Dystric Lithic Xerochrepts,Taxon above family,,1,56,5,,,,Inceptisols,,,,,,25439290,,,Inceptisols,0.230000004172325,471159,7809.280588351000006,2498686.058747523929924,471159_25439290
CA713,169,"Forbes-Holland, basic families association, 15 to 50 percent slopes.",Association,,,Forbes family,Family,,5,38,7,,,"Fine, parasesquic, mesic Ultic Palexeralfs",Alfisols,Xeralfs,Palexeralfs,Ultic Palexeralfs,fine,,25439380,,,Alfisols,0.259999990463257,471178,3172.800272224648324,579293.414971003308892,471178_25439380
CA713,175,"Fugawee-Polecreek families complex, 10 to 50 percent slopes.",Complex,,,Fugawee family,Family,,3,56,5,,,"Fine-loamy, mixed, frigid Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,25439402,,,Alfisols,0.209999993443489,471184,9687.819833637024203,3320946.116907330229878,471184_25439402
CA713,176,"Gerle-Nanny families complex, 10 to 50 percent slopes.",Complex,,,Gerle family,Family,,4,56,5,,,"Coarse-loamy, mixed, frigid Typic Xerumbrepts",Inceptisols,Umbrepts,Xerumbrepts,Typic Xerumbrepts,coarse-loamy,,25439410,,,Inceptisols,0.259999990463257,471185,6404.168812290263304,1465632.338132105302066,471185_25439410
CA713,176,"Gerle-Nanny families complex, 10 to 50 percent slopes.",Complex,,,Gerle family,Family,,4,56,5,,,"Coarse-loamy, mixed, frigid Typic Xerumbrepts",Inceptisols,Umbrepts,Xerumbrepts,Typic Xerumbrepts,coarse-loamy,,25439410,,,Inceptisols,0.259999990463257,471185,4907.379893652921055,1047842.911814198596403,471185_25439410
CA713,183,"Goodlow-Haplaquolls complex, 0 to 10 percent slopes.",Complex,,,Goodlow family,Family,,2,56,5,,,"Loamy-skeletal, mixed Typic Cryumbrepts",Inceptisols,Umbrepts,Cryumbrepts,Typic Cryumbrepts,loamy-skeletal,,25439437,,,Inceptisols,0.270000010728836,471192,16946.412978175689204,3312764.893782237078995,471192_25439437
CA713,183,"Goodlow-Haplaquolls complex, 0 to 10 percent slopes.",Complex,,,Goodlow family,Family,,2,56,5,,,"Loamy-skeletal, mixed Typic Cryumbrepts",Inceptisols,Umbrepts,Cryumbrepts,Typic Cryumbrepts,loamy-skeletal,,25439437,,,Inceptisols,0.270000010728836,471192,6242.419157135665955,635378.565502779092640,471192_25439437
CA713,183,"Goodlow-Haplaquolls complex, 0 to 10 percent slopes.",Complex,,,Goodlow family,Family,,2,56,5,,,"Loamy-skeletal, mixed Typic Cryumbrepts",Inceptisols,Umbrepts,Cryumbrepts,Typic Cryumbrepts,loamy-skeletal,,25439437,,,Inceptisols,0.270000010728836,471192,3852.168706108051083,302276.198314360808581,471192_25439437
CA713,183,"Goodlow-Haplaquolls complex, 0 to 10 percent slopes.",Complex,,,Goodlow family,Family,,2,56,5,,,"Loamy-skeletal, mixed Typic Cryumbrepts",Inceptisols,Umbrepts,Cryumbrepts,Typic Cryumbrepts,loamy-skeletal,,25439437,,,Inceptisols,0.270000010728836,471192,13059.034978170013346,4201275.829925877973437,471192_25439437
