"areasymbol","cokey","comppct_r"
"CA713",27070991,30
"CA713",27070992,55
"CA713",27070993,10
"CA713",27070994,40
"CA713",27070995,20
"CA713",27070996,25
"CA713",27070997,5
"CA713",27070998,10
"CA713",27070999,85
"CA713",27071000,10
"CA713",27071001,5
"CA713",27071002,85
"CA713",27071003,5
"CA713",27071004,10
"CA713",27071005,25
"CA713",27071006,60
"CA713",27071007,10
"CA713",27071008,5
"CA713",27071009,60
"CA713",27071010,25
"CA713",27071011,10
"CA713",27071012,5
"CA713",27071013,60
"CA713",27071014,25
"CA713",27071015,10
"CA713",27071016,5
"CA713",27071017,25
"CA713",27071018,60
"CA713",27071019,10
"CA713",27071020,5
"CA713",27071021,20
"CA713",27071022,65
"CA713",27071023,10
"CA713",27071024,5
"CA713",27071025,65
"CA713",27071026,20
"CA713",27071027,10
"CA713",27071028,5
"CA713",27071029,60
"CA713",27071030,20
"CA713",27071031,10
"CA713",27071032,5
"CA713",27071033,60
"CA713",27071034,20
"CA713",27071035,10
"CA713",27071036,5
"CA713",27071037,20
"CA713",27071038,40
"CA713",27071039,25
"CA713",27071040,10
"CA713",27071041,85
"CA713",27071042,5
"CA713",27071043,10
"CA713",27071044,85
"CA713",27071045,10
"CA713",27071046,5
"CA713",27071047,85
"CA713",27071048,10
"CA713",27071049,5
"CA713",27071050,85
"CA713",27071051,5
"CA713",27071052,10
"CA713",27071053,85
"CA713",27071054,10
"CA713",27071055,5
"CA713",27071056,30
"CA713",27071057,55
"CA713",27071058,10
"CA713",27071059,5
"CA713",27071060,30
"CA713",27071061,55
"CA713",27071062,5
"CA713",27071063,5
"CA713",27071064,5
"CA713",27071065,55
"CA713",27071066,30
"CA713",27071067,5
"CA713",27071068,5
"CA713",27071069,5
"CA713",27071070,15
"CA713",27071071,30
"CA713",27071072,40
"CA713",27071073,5
"CA713",27071074,10
"CA713",27071075,30
"CA713",27071076,55
"CA713",27071077,5
"CA713",27071078,10
"CA713",27071079,55
"CA713",27071080,30
"CA713",27071081,10
"CA713",27071082,5
"CA713",27071083,55
"CA713",27071084,30
"CA713",27071085,5
"CA713",27071086,5
"CA713",27071087,5
"CA713",27071088,25
"CA713",27071089,60
"CA713",27071090,5
"CA713",27071091,5
"CA713",27071092,5
"CA713",27071093,60
"CA713",27071094,25
"CA713",27071095,5
"CA713",27071096,5
"CA713",27071097,5
"CA713",27071098,50
"CA713",27071099,25
"CA713",27071100,5
"CA713",27071101,5
"CA713",27071102,5
"CA713",27071103,85
"CA713",27071104,5
"CA713",27071105,5
"CA713",27071106,5
"CA713",27071107,85
"CA713",27071108,5
"CA713",27071109,5
"CA713",27071110,5
"CA713",27071111,55
"CA713",27071112,30
"CA713",27071113,10
"CA713",27071114,5
"CA713",27071115,55
"CA713",27071116,30
"CA713",27071117,10
"CA713",27071118,5
"CA713",27071119,30
"CA713",27071120,55
"CA713",27071121,10
"CA713",27071122,5
"CA713",27071123,60
"CA713",27071124,25
"CA713",27071125,5
"CA713",27071126,10
"CA713",27071127,25
"CA713",27071128,20
"CA713",27071129,40
"CA713",27071130,5
"CA713",27071131,5
"CA713",27071132,5
"CA713",27071133,25
"CA713",27071134,60
"CA713",27071135,5
"CA713",27071136,5
"CA713",27071137,5
"CA713",27071138,60
"CA713",27071139,25
"CA713",27071140,5
"CA713",27071141,5
"CA713",27071142,5
"CA713",27071143,25
"CA713",27071144,60
"CA713",27071145,5
"CA713",27071146,5
"CA713",27071147,5
"CA713",27071148,60
"CA713",27071149,25
"CA713",27071150,5
"CA713",27071151,5
"CA713",27071152,5
"CA713",27071153,25
"CA713",27071154,20
"CA713",27071155,40
"CA713",27071156,10
"CA713",27071157,40
"CA713",27071158,25
"CA713",27071159,20
"CA713",27071160,10
"CA713",27071161,85
"CA713",27071162,5
"CA713",27071163,5
"CA713",27071164,5
"CA713",27071165,30
"CA713",27071166,55
"CA713",27071167,5
"CA713",27071168,10
"CA713",27071169,55
"CA713",27071170,30
"CA713",27071171,10
"CA713",27071172,5
"CA713",27071173,60
"CA713",27071174,25
"CA713",27071175,5
"CA713",27071176,10
"CA713",27071177,40
"CA713",27071178,45
"CA713",27071179,5
"CA713",27071180,5
"CA713",27071181,85
"CA713",27071182,5
"CA713",27071183,5
"CA713",27071184,5
"CA713",27071185,85
"CA713",27071186,25
"CA713",27071187,20
"CA713",27071188,40
"CA713",27071189,5
"CA713",27071190,5
"CA713",27071191,5
"CA713",27071192,40
"CA713",27071193,25
"CA713",27071194,20
"CA713",27071195,5
"CA713",27071196,5
"CA713",27071197,5
"CA713",27071198,35
"CA713",27071199,50
"CA713",27071200,3
"CA713",27071201,3
"CA713",27071202,4
"CA713",27071203,5
"CA713",27071204,50
"CA713",27071205,35
"CA713",27071206,5
"CA713",27071207,4
"CA713",27071208,3
"CA713",27071209,3
"CA713",27071210,85
"CA713",27071211,5
"CA713",27071212,5
"CA713",27071213,5
"CA713",27071214,40
"CA713",27071215,60
"CA713",27071216,25
"CA713",27071217,60
"CA713",27071218,5
"CA713",27071219,10
"CA713",27071220,20
"CA713",27071221,15
"CA713",27071222,50
"CA713",27071223,10
"CA713",27071224,25
"CA713",27071225,60
"CA713",27071226,10
"CA713",27071227,25
"CA713",27071228,60
"CA713",27071229,10
"CA713",27071230,25
"CA713",27071231,60
"CA713",27071232,5
"CA713",27071233,10
"CA713",27071234,30
"CA713",27071235,60
"CA713",27071236,25
"CA713",27071237,60
"CA713",27071238,10
"CA713",27071239,25
"CA713",27071240,60
"CA713",27071241,5
"CA713",27071242,10
"CA713",27071243,90
"CA713",27071244,85
"CA713",27071245,5
"CA713",27071246,5
"CA713",27071247,5
"CA713",27071248,85
"CA713",27071249,5
"CA713",27071250,5
"CA713",27071251,5
"CA713",27071252,20
"CA713",27071253,65
"CA713",27071254,5
"CA713",27071255,5
"CA713",27071256,5
"CA713",27071257,65
"CA713",27071258,20
"CA713",27071259,5
"CA713",27071260,5
"CA713",27071261,5
"CA713",27071262,25
"CA713",27071263,60
"CA713",27071264,5
"CA713",27071265,5
"CA713",27071266,5
"CA713",27071267,60
"CA713",27071268,25
"CA713",27071269,5
"CA713",27071270,5
"CA713",27071271,5
"CA713",27071272,60
"CA713",27071273,25
"CA713",27071274,5
"CA713",27071275,5
"CA713",27071276,5
"CA713",27071277,15
"CA713",27071278,55
"CA713",27071279,15
"CA713",27071280,10
"CA713",27071281,5
"CA713",27071282,15
"CA713",27071283,55
"CA713",27071284,5
"CA713",27071285,5
"CA713",27071286,5
"CA713",27071287,25
"CA713",27071288,20
"CA713",27071289,40
"CA713",27071290,5
"CA713",27071291,5
"CA713",27071292,5
"CA713",27071293,40
"CA713",27071294,25
"CA713",27071295,20
"CA713",27071296,5
"CA713",27071297,5
"CA713",27071298,5
"CA713",27071299,40
"CA713",27071300,25
"CA713",27071301,20
"CA713",27071302,5
"CA713",27071303,5
"CA713",27071304,5
"CA713",27071305,30
"CA713",27071306,55
"CA713",27071307,5
"CA713",27071308,3
"CA713",27071309,3
"CA713",27071310,4
"CA713",27071311,55
"CA713",27071312,30
"CA713",27071313,5
"CA713",27071314,4
"CA713",27071315,3
"CA713",27071316,3
"CA713",27071317,85
"CA713",27071318,5
"CA713",27071319,10
"CA713",27071320,30
"CA713",27071321,15
"CA713",27071322,40
"CA713",27071323,5
"CA713",27071324,10
"CA713",27071325,40
"CA713",27071326,30
"CA713",27071327,15
"CA713",27071328,10
"CA713",27071329,5
"CA713",27071330,85
"CA713",27071331,5
"CA713",27071332,5
"CA713",27071333,5
"CA713",27071334,85
"CA713",27071335,5
"CA713",27071336,5
"CA713",27071337,5
"CA713",27071338,15
"CA713",27071339,25
"CA713",27071340,45
"CA713",27071341,10
"CA713",27071342,45
"CA713",27071343,25
"CA713",27071344,15
"CA713",27071345,10
"CA713",27071346,15
"CA713",27071347,25
"CA713",27071348,45
"CA713",27071349,5
"CA713",27071350,10
"CA713",27071351,35
"CA713",27071352,50
"CA713",27071353,10
"CA713",27071354,35
"CA713",27071355,50
"CA713",27071356,10
"CA713",27071357,50
"CA713",27071358,35
"CA713",27071359,10
"CA713",27071360,30
"CA713",27071361,55
"CA713",27071362,5
"CA713",27071363,10
"CA713",27071364,55
"CA713",27071365,30
"CA713",27071366,10
"CA713",27071367,5
"CA713",27071368,35
"CA713",27071369,50
"CA713",27071370,10
"CA713",27071371,5
"CA713",27071372,50
"CA713",27071373,35
"CA713",27071374,10
"CA713",27071375,5
"CA713",27071376,85
"CA713",27071377,5
"CA713",27071378,10
"CA713",27071379,25
"CA713",27071380,60
"CA713",27071381,5
"CA713",27071382,5
"CA713",27071383,5
"CA713",27071384,60
"CA713",27071385,25
"CA713",27071386,5
"CA713",27071387,5
"CA713",27071388,5
"CA713",27071389,40
"CA713",27071390,45
"CA713",27071391,5
"CA713",27071392,5
"CA713",27071393,5
"CA713",27071394,55
"CA713",27071395,30
"CA713",27071396,5
"CA713",27071397,5
"CA713",27071398,5
"CA713",27071399,55
"CA713",27071400,30
"CA713",27071401,5
"CA713",27071402,5
"CA713",27071403,5
"CA713",27071404,25
"CA713",27071405,45
"CA713",27071406,15
"CA713",27071407,3
"CA713",27071408,3
"CA713",27071409,4
"CA713",27071410,5
"CA713",27071411,85
"CA713",27071412,20
"CA713",27071413,30
"CA713",27071414,35
"CA713",27071415,5
"CA713",27071416,10
"CA713",27071417,35
"CA713",27071418,50
"CA713",27071419,5
"CA713",27071420,10
"CA713",27071421,50
"CA713",27071422,35
"CA713",27071423,10
"CA713",27071424,5
"CA713",27071425,50
"CA713",27071426,35
"CA713",27071427,10
"CA713",27071428,5
"CA713",27071429,35
"CA713",27071430,50
"CA713",27071431,5
"CA713",27071432,5
"CA713",27071433,35
"CA713",27071434,50
"CA713",27071435,5
"CA713",27071436,10
"CA713",27071437,50
"CA713",27071438,35
"CA713",27071439,10
"CA713",27071440,5
"CA713",27071441,50
"CA713",27071442,35
"CA713",27071443,10
"CA713",27071444,5
"CA713",27071445,35
"CA713",27071446,50
"CA713",27071447,5
"CA713",27071448,5
"CA713",27071449,5
"CA713",27071450,50
"CA713",27071451,35
"CA713",27071452,5
"CA713",27071453,5
"CA713",27071454,5
"CA713",27071455,45
"CA713",27071456,40
"CA713",27071457,5
"CA713",27071458,5
"CA713",27071459,5
"CA713",27071460,50
"CA713",27071461,35
"CA713",27071462,10
"CA713",27071463,85
"CA713",27071464,5
"CA713",27071465,5
"CA713",27071466,5
"CA713",27071467,85
"CA713",27071468,5
"CA713",27071469,5
"CA713",27071470,5
"CA713",27071471,35
"CA713",27071472,50
"CA713",27071473,10
"CA713",27071474,5
"CA713",27071475,50
"CA713",27071476,35
"CA713",27071477,10
"CA713",27071478,5
"CA713",27071479,25
"CA713",27071480,30
"CA713",27071481,29
"CA713",27071482,10
"CA713",27071483,30
"CA713",27071484,55
"CA713",27071485,5
"CA713",27071486,10
"CA713",27071487,85
"CA713",27071488,5
"CA713",27071489,10
"CA713",27071490,20
"CA713",27071491,25
"CA713",27071492,40
"CA713",27071493,10
"CA713",27071494,5
"CA713",27071495,19
"CA713",27071496,20
"CA713",27071497,45
"CA713",27071498,5
"CA713",27071499,10
"CA713",27071500,45
"CA713",27071501,20
"CA713",27071502,19
"CA713",27071503,10
"CA713",27071504,5
"CA713",27071505,5
"CA713",27071506,5
"CA713",27071507,10
"CA713",27071508,80
"CA713",27071509,5
"CA713",27071510,5
"CA713",27071511,10
"CA713",27071512,30
"CA713",27071513,50
"CA713",27071514,5
"CA713",27071515,10
"CA713",27071516,85
"CA713",27071517,2
"CA713",27071518,85
"CA713",27071519,3
"CA713",27071520,8
"CA713",27071521,85
"CA713",27071522,5
"CA713",27071523,5
"CA713",27071524,5
"CA713",27071525,20
"CA713",27071526,60
"CA713",27071527,5
"CA713",27071528,5
"CA713",27071529,5
"CA713",27071530,5
"CA713",27071531,80
"CA713",27071532,10
"CA713",27071533,10
"CA713",27071534,85
"CA713",27071535,5
"CA713",27071536,10
"CA713",27071537,70
"CA713",27071538,20
"CA713",27071539,3
"CA713",27071540,3
"CA713",27071541,4
"CA713",27071542,85
"CA713",27071543,5
"CA713",27071544,5
"CA713",27071545,5
"CA713",27071546,85
"CA713",27071547,5
"CA713",27071548,5
"CA713",27071549,5
"CA713",27071550,80
"CA713",27071551,5
"CA713",27071552,5
"CA713",27071553,10
"CA713",27071554,75
"CA713",27071555,5
"CA713",27071556,10
"CA713",27071557,10
"CA713",27071558,90
"CA713",27071559,5
"CA713",27071560,5
"CA713",27071561,85
"CA713",27071562,5
"CA713",27071563,5
"CA713",27071564,5
"CA713",27071565,85
"CA713",27071566,15
"CA713",27071567,75
"CA713",27071568,10
"CA713",27071569,15
"CA713",27071570,75
"CA713",27071571,5
"CA713",27071572,5
"CA713",27071573,5
"CA713",27071574,5
"CA713",27071575,80
"CA713",27071576,5
"CA713",27071577,5
"CA713",27071578,10
"CA713",27071579,85
"CA713",27071580,5
"CA713",27071581,5
"CA713",27071582,5
"CA713",27071583,85
"CA713",27071584,2
"CA713",27071585,3
"CA713",27071586,5
"CA713",27071587,5
"CA713",27071588,90
"CA713",27071589,2
"CA713",27071590,3
"CA713",27071591,2
"CA713",27071592,3
"CA713",27071593,75
"CA713",27071594,5
"CA713",27071595,5
"CA713",27071596,5
"CA713",27071597,10
"CA713",27071598,80
"CA713",27071599,5
"CA713",27071600,5
"CA713",27071601,10
"CA713",27071602,80
"CA713",27071603,5
"CA713",27071604,5
"CA713",27071605,5
"CA713",27071606,5
"CA713",27071607,80
"CA713",27071608,10
"CA713",27071609,10
"CA713",27071610,45
"CA713",27071611,40
"CA713",27071612,5
"CA713",27071613,5
"CA713",27071614,5
"CA713",27071615,75
"CA713",27071616,5
"CA713",27071617,5
"CA713",27071618,5
"CA713",27071619,5
"CA713",27071620,5
"CA713",27071621,90
"CA713",27071622,1
"CA713",27071623,1
"CA713",27071624,1
"CA713",27071625,1
"CA713",27071626,3
"CA713",27071627,3
"CA713",27071628,80
"CA713",27071629,5
"CA713",27071630,5
"CA713",27071631,10
"CA713",27071632,80
"CA713",27071633,10
"CA713",27071634,5
"CA713",27071635,5
"CA713",27071636,80
"CA713",27071637,10
"CA713",27071638,5
"CA713",27071639,5
"CA713",27071640,80
"CA713",27071641,10
"CA713",27071642,5
"CA713",27071643,5
"CA713",27071644,80
"CA713",27071645,10
"CA713",27071646,5
"CA713",27071647,5
"CA713",27071648,60
"CA713",27071649,25
"CA713",27071650,5
"CA713",27071651,5
"CA713",27071652,5
"CA713",27071653,80
"CA713",27071654,10
"CA713",27071655,5
"CA713",27071656,5
"CA713",27071657,70
"CA713",27071658,20
"CA713",27071659,5
"CA713",27071660,5
"CA713",27071661,80
"CA713",27071662,4
"CA713",27071663,4
"CA713",27071664,4
"CA713",27071665,4
"CA713",27071666,4
"CA713",27071667,5
"CA713",27071668,36
"CA713",27071669,34
"CA713",27071670,15
"CA713",27071671,5
"CA713",27071672,5
"CA713",27071673,5
"CA713",27071674,5
"CA713",27071675,5
"CA713",27071676,65
"CA713",27071677,20
"CA713",27071678,80
"CA713",27071679,5
"CA713",27071680,5
"CA713",27071681,5
"CA713",27071682,5
"CA713",27071683,55
"CA713",27071684,30
"CA713",27071685,8
"CA713",27071686,7
"CA713",27071687,8
"CA713",27071688,7
"CA713",27071689,85
"CA713",27071690,95
"CA713",27071691,5
"CA713",27071692,4
"CA713",27071693,4
"CA713",27071694,4
"CA713",27071695,3
"CA713",27071696,85
"CA713",27071697,85
"CA713",27071698,5
"CA713",27071699,5
"CA713",27071700,5
"CA713",27071701,10
"CA713",27071702,90
"CA713",27071703,65
"CA713",27071704,25
"CA713",27071705,5
"CA713",27071706,5
"CA713",27071707,5
"CA713",27071708,5
"CA713",27071709,50
"CA713",27071710,40
"CA713",27071711,45
"CA713",27071712,40
"CA713",27071713,8
"CA713",27071714,7
"CA713",27071715,4
"CA713",27071716,4
"CA713",27071717,4
"CA713",27071718,3
"CA713",27071719,45
"CA713",27071720,40
"CA713",27071721,85
"CA713",27071722,5
"CA713",27071723,5
"CA713",27071724,3
"CA713",27071725,2
"CA713",27071726,5
"CA713",27071727,5
"CA713",27071728,5
"CA713",27071729,40
"CA713",27071730,30
"CA713",27071731,15
"CA713",27071732,5
"CA713",27071733,45
"CA713",27071734,35
"CA713",27071735,5
"CA713",27071736,5
"CA713",27071737,5
"CA713",27071738,100
"CA713",27071739,50
"CA713",27071740,30
"CA713",27071741,5
"CA713",27071742,15
"CA713",27071743,50
"CA713",27071744,30
"CA713",27071745,5
"CA713",27071746,15
"CA713",27071747,100
"CA713",27071748,85
"CA713",27071749,5
"CA713",27071750,10
"CA713",27071751,85
"CA713",27071752,2
"CA713",27071753,3
"CA713",27071754,5
"CA713",27071755,5
"CA713",27071756,85
"CA713",27071757,5
"CA713",27071758,5
"CA713",27071759,5
"CA713",27071760,85
"CA713",27071761,2
"CA713",27071762,5
"CA713",27071763,5
"CA713",27071764,3
"CA713",27071765,85
"CA713",27071766,5
"CA713",27071767,10
"CA713",27071768,85
"CA713",27071769,5
"CA713",27071770,10
"CA713",27071771,85
"CA713",27071772,5
"CA713",27071773,2
"CA713",27071774,3
"CA713",27071775,5
"CA713",27071776,100
"CA713",27071777,85
"CA713",27071778,3
"CA713",27071779,5
"CA713",27071780,5
"CA713",27071781,2
"CA713",27071782,85
"CA713",27071783,1
"CA713",27071784,10
"CA713",27071785,4
"CA713",27071786,100
"CA713",27071787,50
"CA713",27071788,30
"CA713",27071789,2
"CA713",27071790,10
"CA713",27071791,3
"CA713",27071792,5
"CA713",27071793,55
"CA713",27071794,35
"CA713",27071795,4
"CA713",27071796,3
"CA713",27071797,3
"CA713",27071798,20
"CA713",27071799,60
"CA713",27071800,90
"CA713",27071801,60
"CA713",27071802,20
"CA713",27071803,30
"CA713",27071804,20
"CA713",27071805,29
"CA713",27071806,20
"CA713",27071807,40
"CA713",27071808,20
"CA713",27071809,60
"CA713",27071810,30
"CA713",27071811,60
"CA713",27071812,20
"CA713",27071813,50
"CA713",27071814,30
"CA713",27071815,50
"CA713",27071816,20
"CA713",27071817,50
"CA713",27071818,35
"CA713",27071819,100
"CA713",27071820,100
"CA713",27071821,100
"CA713",27071849,10
"CA713",27071850,4
"CA713",27071851,4
"CA713",27071852,2
"CA713",27071853,75
"CA713",27071854,5
"CA713",27071855,40
"CA713",27071856,50
"CA713",27071857,3
"CA713",27071858,5
"CA713",27071859,1
"CA713",27071860,1
"CA713",27071861,20
"CA713",27071862,50
"CA713",27071863,25
"CA713",27071864,3
"CA713",27071865,2
"CA713",27072496,40
"CA713",27072497,20
"CA713",27072498,15
"CA713",27072499,10
"CA713",27072500,10
"CA713",27072501,5
"CA713",27089353,50
"CA713",27089354,25
"CA713",27089355,15
"CA713",27089356,2
"CA713",27089357,8
"CA713",27089360,5
"CA713",27089361,2
"CA713",27089362,3
"CA713",27089363,50
"CA713",27089364,40
"CA713",27089367,20
"CA713",27089368,30
"CA713",27089369,50
"CA713",27089372,20
"CA713",27089373,30
"CA713",27089374,50
"CA713",27538214,100
